website_link,college_name,course_name,course_duration,course_type,fees,seats
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Computer Science Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Electrical and Electronics Engineering II Shift,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Electronics and Communiation Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Electrical and Electronics Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Mechincal Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/alagappa-polytechnic-college-karaikudi/courses,"Alagappa Polytechnic College, Karaikudi",Diploma in Mechanical Engineering II Shift,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/aksheyaa-college-of-engineering-kancheepuram/courses,"Aksheyaa College of Engineering, Kancheepuram",BE Electronics and Communication Engineering,4 Years ,Full time,NA,120
https://www.careers360.com/colleges/aksheyaa-college-of-engineering-kancheepuram/courses,"Aksheyaa College of Engineering, Kancheepuram",BE Mechanical Engineering,4 Years ,Full time,NA,120
https://www.careers360.com/colleges/aksheyaa-college-of-engineering-kancheepuram/courses,"Aksheyaa College of Engineering, Kancheepuram",BE Civil Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/aksheyaa-college-of-engineering-kancheepuram/courses,"Aksheyaa College of Engineering, Kancheepuram",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/aksheyaa-college-of-engineering-kancheepuram/courses,"Aksheyaa College of Engineering, Kancheepuram",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/aksheyaa-college-of-engineering-kancheepuram/courses,"Aksheyaa College of Engineering, Kancheepuram",ME Applied Electronics,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/aksheyaa-college-of-engineering-kancheepuram/courses,"Aksheyaa College of Engineering, Kancheepuram",ME Computer Science Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",BE Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",BE Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",BE Artificial Intelligence and Data Science,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",BE Civil Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",BE Computer Science and Business Systems,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",BE Mechatronics Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",ME Structural Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",ME VLSI Design,2 Years ,Full time,NA,9
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",ME Computer Science and Engineering,2 Years ,Full time,NA,9
https://www.careers360.com/colleges/akshaya-college-of-engineering-and-technology-coimbatore/courses,"Akshaya College of Engineering and Technology, Coimbatore",Ph.D. Electronics and Communication Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",BE Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",BE Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",BE Civil Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",Diploma in Mechanical Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",MBA,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",ME Construction Engineering and Management,2 Years ,Full time,NA,24
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",ME Engineering Design,2 Years ,Full time,NA,12
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",ME Computer Science and Engineering,2 Years ,Full time,NA,12
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",ME VLSI Design,2 Years ,Full time,NA,12
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/courses,"Ambal Professional Group of Institutions, Coimbatore",MCA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Com Corporate Secretaryship,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",BBA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Sc Computer Science II Shift,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Com II Shift,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Com Information Systems and Management II Shift,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",BCA II Shift,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Sc Biotechnology,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",BBA II Shift,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Sc Visual Communication,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",BCA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Com Information Systems Management,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",M.Com,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",M.Sc Biotechnology,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Sc Electronics and Communication Science,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Sc Computer Science,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/courses,"Alpha Arts and Science College, Chennai",B.Com,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/aishwarya-polytechnic-college-paruvachi/courses,"Aishwarya Polytechnic College, Paruvachi",Diploma in Civil Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-polytechnic-college-paruvachi/courses,"Aishwarya Polytechnic College, Paruvachi",Diploma in Computer Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-polytechnic-college-paruvachi/courses,"Aishwarya Polytechnic College, Paruvachi",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-polytechnic-college-paruvachi/courses,"Aishwarya Polytechnic College, Paruvachi",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/aishwarya-polytechnic-college-paruvachi/courses,"Aishwarya Polytechnic College, Paruvachi",Diploma in Mechanical Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.00 L",120
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.00 L",120
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.00 L",60
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.00 L",60
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.00 L",60
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",MBA,2 Years ,Full time," ,₹ ,85.00 K",60
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",ME Embedded Systems,2 Years ,Full time," ,₹ ,1.00 L",18
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",ME Computer Science and Engineering,2 Years ,Full time," ,₹ ,1.00 L",18
https://www.careers360.com/colleges/amrita-college-of-engineering-and-technology-nagercoil/courses,"Amrita College of Engineering and Technology, Nagercoil",BE Artificial Intelligence and Data Science,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/amrita-polytechnic-college-kanyakumari/courses,"Amrita Polytechnic College, Kanyakumari",Diploma in Mechanical Engineering,3 Years ,₹ ,NA,180
https://www.careers360.com/colleges/amrita-polytechnic-college-kanyakumari/courses,"Amrita Polytechnic College, Kanyakumari",Diploma in Civil Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/amrita-polytechnic-college-kanyakumari/courses,"Amrita Polytechnic College, Kanyakumari",Diploma in Mechanical Engineering Sandwich Pattern,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/amrita-polytechnic-college-kanyakumari/courses,"Amrita Polytechnic College, Kanyakumari",Diploma in Electrical and Electronics Engineering,3 Years ,₹ ,NA,54
https://www.careers360.com/colleges/amrita-polytechnic-college-kanyakumari/courses,"Amrita Polytechnic College, Kanyakumari",Diploma in Computer Engineering,3 Years ,₹ ,NA,54
https://www.careers360.com/colleges/ambal-professional-group-of-institutions-tiruppur/courses,"Ambal Professional Group of Institutions, Tiruppur",B.Tech Civil Engineering,4 Years ,Full time,NA,60
